ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,authorizedRoles,crossReference,frequency,hazmatTrainingRequired,ontology,secondaryTrigger
MAINT-08,MaintenanceRule,CHM01_CHEMICALSTORAGE,*,*,"Safety-critical threshold breached (e.g., temp/humidity)",Inspect containment; validate safety protocols,CRITICAL,,,,,,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,Monthly,,,
RULE-ACCESS-01,AccessRule,SRV01_SERVERROOM,SRV01_SERVERROOM_ACCESS,AccessControl,Unauthorized access attempt,Lock door; alert security,CRITICAL,,,,,binary,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,"['Engineer', 'Maintenance']",,,,,
RULE-ACCESS-02,AccessRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_ACCESS,AccessControl,Unauthorized access during hazardous operations,Trigger alarm; halt operations,CRITICAL,,,,,binary,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,"['SafetyOfficer', 'Chemist']",,,,,
RULE-ACCESS-03,AccessRule,"['ST01_FILLING', 'ST02_SEALING', 'ST03_LABELLING', 'ST04_PACKAGING']",*_ACCESS,AccessControl,Access during E-STOP or maintenance,Deny entry; log violation,WARNING,,,,,binary,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,"['Operator', 'Maintenance']",,,,,
RULE-ACCESS-04,AccessRule,RND01_RDLAB,RND01_RDLAB_ACCESS,AccessControl,Access without PPE or training,Block entry; notify lab supervisor,CRITICAL,,,,,binary,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,"['Researcher', 'LabManager']",,,,,
SOP-002-OCCUPANCY-SRV01-01,OccupancyRule,SRV01_SERVERROOM,SRV01_SERVERROOM_OCCUPANCY,PersonCount,Occupancy > warning threshold,Display warning sign; log occupancy,WARNING,5,3,,,persons,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
SOP-002-OCCUPANCY-CAF01-01,OccupancyRule,CAF01_CAFETERIA,CAF01_CAFETERIA_OCCUPANCY,PersonCount,Occupancy > fire safety limit,Restrict entry; notify management,WARNING,50,40,,,persons,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
SOP-002-OCCUPANCY-WRH01-01,OccupancyRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_OCCUPANCY,PersonCount,Occupancy > forklift safety limit,Restrict forklift operations; evacuate if needed,CRITICAL,10,5,,,persons,SOP_002_AlarmThresholds.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-01,DriftRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,DRIFT > 0.05 mm/s for >60 min (ANOMALY: DRIFT),Inspect and lubricate bearing; log in CMMS,HIGH,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-02,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CURRENT > 1.0 A for >30 min (ANOMALY: SPIKE),Inspect sealing jaw; check for overload,HIGH,1.0,,,,A,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-03,StateRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,STUCK > 10 samples (ANOMALY: STUCK),Replace sensor; recalibrate printer,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-04,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,PRESSURE < 3.3 bar for >15 min (ANOMALY: OUT_OF_RANGE),Inspect filter/pump; check for clogging,MEDIUM,,,,3.3,bar,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TEMPERATURE > 25°C for >5 min (ANOMALY: SPIKE),Activate secondary cooling; alert IT,CRITICAL,25.0,,,,C,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-06,DriftRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,DRIFT > 2°C over 2h (ANOMALY: DRIFT),Inspect compressor; notify QC,QCRITICAL,2.0,,,,C,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,TEMPERATURE > 20°C for >10 min (ANOMALY: SPIKE),Activate emergency ventilation; notify safety,CRITICAL,20.0,,,,C,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-08,DriftRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,DRIFT > 10%RH over 60 min (ANOMALY: DRIFT),Activate dehumidifier; check HVAC,HIGH,10.0,,,,%RH,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
CORR-01,CorrelatedFaultRule,ST02_SEALING,ST02_SEALING_CUR,CUR,Primary: CURRENT SPIKE (MAINT-02) → Secondary: ST04_PACKAGING_SPD DROP,"['1. Verify ST02_CUR trend in SCADA.', '2. Inspect sealing jaw for misalignment.', '3. Reset ST04_PACKAGING conveyor speed.']",HIGH,,,,,,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,"{'station': 'ST04_PACKAGING', 'sensor': 'ST04_PACKAGING_SPD', 'sensorType': 'SPD', 'condition': 'SPEED < 90% nominal for >1 min (ANOMALY: OUT_OF_RANGE)'}"
CORR-02,CorrelatedFaultRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,Primary: TEMPERATURE SPIKE (MAINT-05) → Secondary: SCADA_LATENCY,"['1. Reduce SRV01_TMP < 25°C (priority).', '2. Verify PLC heartbeats via network monitor.', '3. Clear SCADA buffer cache.']",CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,"{'station': 'SCADA', 'sensor': 'SCADA_LATENCY', 'sensorType': 'LATENCY', 'condition': 'Scan time > 500ms (ANOMALY: SPIKE)'}"
CORR-03,CorrelatedFaultRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,Primary: TEMPERATURE DRIFT (MAINT-06) → Secondary: QC_HOLD,"['1. Restore WRH01_TMP < 8°C (target).', '2. Notify QC for batch hold.', '3. Log incident in LIMS.']",QCRITICAL,,,,8.0,C,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,"{'station': 'QC_HOLD', 'sensor': 'PRODUCT_QUALITY', 'sensorType': 'QUALITY', 'condition': 'Batch deviation > ±0.5% (ANOMALY: OUT_OF_RANGE)'}"
PLACEHOLDER-CAF01,AccessRule,CAF01_CAFETERIA,CAF01_CAFETERIA_OCCUPANCY,OCCUPANCY,No rules defined in SOP (ANOMALY: N/A),N/A,,,,,,,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
RULE-ACCESS-01,AccessRule,ALL_STATIONS,GENERAL_ACCESS_CONTROL,ACCESS,Unauthorized access detected (ANOMALY: SPIKE),Lock zone; alert security,CRITICAL,,,,,,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
OCCUPANCY-WRH01,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_OCCUPANCY,OCCUPANCY,OCCUPANCY > 50% capacity for >30 min (ANOMALY: SPIKE),Restrict entry; notify warehouse manager,MEDIUM,50.0,,,,%,SOP_003_MaintenanceRules.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
ROLE_OPERATOR_PROD_ACCESS,AccessControlRule,"['ST01_FILLING', 'ST02_SEALING', 'ST03_LABELLING', 'ST04_PACKAGING']",*_ACCESS_BADGE,AccessBadgeReader,Role = operator,GRANT_ACCESS,,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
ROLE_TECHNICIAN_ALL_ACCESS,AccessControlRule,"['ST01_FILLING', 'ST02_SEALING', 'ST03_LABELLING', 'ST04_PACKAGING', 'SRV01_SERVERROOM', 'WRH01_WAREHOUSE', 'CHM01_CHEMSTORAGE', 'RND01_RDLAB', 'CAF01_CAFETERIA']",*_ACCESS_BADGE,AccessBadgeReader,Role = technician,GRANT_ACCESS,,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
CHM01_OCCUPANCY_CRIT,ThresholdRule,CHM01_CHEMSTORAGE,CHM01_OCCUPANCY,OccupancyCounter,Occupancy > 4,TRIGGER_CRITICAL_ALERT; ESCALATE_TO_SAFETY_OFFICER,CRITICAL,4.0,,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,True,,
PROD01_OCCUPANCY_WARN,ThresholdRule,"['ST01_FILLING', 'ST02_SEALING', 'ST03_LABELLING', 'ST04_PACKAGING']",*_OCCUPANCY,OccupancyCounter,Occupancy > 10,TRIGGER_WARNING_ALERT,WARNING,12.0,10.0,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
UNAUTHORIZED_ACCESS_LOG,EventLoggingRule,*,*_ACCESS_BADGE,AccessBadgeReader,authorized=NO,"LOG_OccupancyEvent::UnauthorizedAccess(person_id, zone, timestamp)",CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
ST01_FILLING_TEMP_CRIT,ThresholdRule,ST01_FILLING,ST01_FILLING_TMP,TemperatureSensor,Temperature > 80°C OR < 15°C,TRIGGER_CRITICAL_ALERT; HALT_FILLING_LINE,CRITICAL,80.0,75.0,18.0,15.0,C,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
ST02_SEALING_SPEED_DRIFT,AnomalyRule,ST02_SEALING,ST02_SEALING_SPEED,SpeedSensor,DRIFT: Speed deviation > 10% over 5 min,TRIGGER_WARNING_ALERT; LOG_ANOMALY,WARNING,,10.0,,,%,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
ST04_PACKAGING_SPEED_DEPENDENCY,CrossStationDependencyRule,"['ST02_SEALING', 'ST04_PACKAGING']","['ST02_SEALING_SPEED', 'ST04_PACKAGING_SPEED']","['SpeedSensor', 'SpeedSensor']",ST02_SEALING_SPEED < 80% of nominal AND ST04_PACKAGING_SPEED > 90% of nominal,TRIGGER_CRITICAL_ALERT; HALT_ST04_PACKAGING,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
SRV01_SERVERROOM_TEMP_CRIT,ThresholdRule,SRV01_SERVERROOM,SRV01_TEMP,TemperatureSensor,Temperature > 30°C OR < 18°C,TRIGGER_CRITICAL_ALERT; ACTIVATE_COOLING,CRITICAL,30.0,28.0,20.0,18.0,C,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
RND01_RDLAB_PRESSURE_SPIKE,AnomalyRule,RND01_RDLAB,RND01_PRESSURE,PressureSensor,SPIKE: Pressure > 1.2 * nominal within 10 sec,TRIGGER_CRITICAL_ALERT; ISOLATE_SYSTEM,CRITICAL,,,,,psi,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-01,PredictiveMaintenanceRule,"['ST01_FILLING', 'ST02_SEALING', 'ST03_LABELLING', 'ST04_PACKAGING']",*_VIBRATION,VibrationSensor,Vibration RMS > 5.0 mm/s for > 1 hour,SCHEDULE_CORRECTIVE_MAINTENANCE,WARNING,,5.0,,,mm/s,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
MAINT-02,CorrectiveMaintenanceRule,SRV01_SERVERROOM,SRV01_COOLANT_LEVEL,LevelSensor,Coolant level < 20%,TRIGGER_MAINTENANCE_ALERT; REFILL_COOLANT,CRITICAL,,,,20.0,%,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
STUCK_VALVE_DETECTION,AnomalyRule,"['ST01_FILLING', 'ST02_SEALING']",*_VALVE_POSITION,PositionSensor,STUCK: Valve position unchanged for > 30 min,TRIGGER_CRITICAL_ALERT; MANUAL_OVERRIDE_REQUIRED,CRITICAL,,,,,min,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
OUT_OF_RANGE_PRESSURE,ThresholdRule,ST03_LABELLING,ST03_PRESSURE,PressureSensor,Pressure < 0.5 bar OR > 2.5 bar,TRIGGER_CRITICAL_ALERT; HALT_LABELING,CRITICAL,2.5,2.2,0.8,0.5,bar,SOP_004_PersonnelZoneAccess.txt,ministral-3:14b,reflexion_guided,2,ministral-3-14b_reflexion_guided_s42_run1,3,False,,,,,,
