ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,warnHigh
WRH01_WAREHOUSE_HUM_CRIT_HI,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_HUM,HUM,CRIT_HI,Inspect and notify maintenance,CRITICAL,90,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01_WAREHOUSE_HUM_WARN_LO,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_HUM,HUM,WARN_LO,Inspect and notify maintenance,WARNING,,,60,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
WRH01_WAREHOUSE_HUM_WARN_HI,ThresholdRule,WRH01_WAREHOUSE,WRH01_AVIARY_HUM,HUM,WARN_HI,Inspect and notify maintenance,WARNING,85,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_TMP_CRIT_LO,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_TMP,TMP,CRIT_LO,Activate emergency ventilation; notify safety officer immediately,CRITICAL,,,,5,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_TMP_CRIT_HI,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_TMP,TMP,CRIT_HI,Activate emergency ventilation; notify safety officer immediately,CRITICAL,25,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_TMP_WARN_LO,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_TMP,TMP,WARN_LO,Activate emergency ventilation; notify safety officer immediately,WARNING,,,10,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_TMP_WARN_HI,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_TMP,TMP,WARN_HI,Activate emergency ventilation; notify safety officer immediately,WARNING,20,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_HUM_CRIT_LO,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_HUM,HUM,CRIT_LO,Activate desiccant system; inspect storage containers for leaks,CRITICAL,,,,15,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_HUM_CRIT_HI,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_HUM,HUM,CRIT_HI,Activate desiccant system; inspect storage containers for leaks,CRITICAL,60,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_HUM_WARN_LO,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_HUM,HUM,WARN_LO,Activate desiccant system; inspect storage containers for leaks,WARNING,,,20,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CHM01_CHEMICALSTORAGE_HUM_WARN_HI,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_AVIARY_HUM,HUM,WARN_HI,Activate desiccant system; inspect storage containers for leaks,WARNING,50,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_TMP_CRIT_LO,ThresholdRule,RND01_RDLAB,RND01_AVIARY_TMP,TMP,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_TMP_CRIT_HI,ThresholdRule,RND01_RDLAB,RND01_AVIARY_TMP,TMP,CRIT_HI,Inspect and notify maintenance,CRITICAL,30,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_TMP_WARN_LO,ThresholdRule,RND01_RDLAB,RND01_AVIARY_TMP,TMP,WARN_LO,Inspect and notify maintenance,WARNING,,,18,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_TMP_WARN_HI,ThresholdRule,RND01_RDLAB,RND01_AVIARY_TMP,TMP,WARN_HI,Inspect and notify maintenance,WARNING,26,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_HUM_CRIT_LO,ThresholdRule,RND01_RDLAB,RND01_AVIARY_HUM,HUM,CRIT_LO,Suspend experiments; inspect HVAC system,CRITICAL,,,,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_HUM_CRIT_HI,ThresholdRule,RND01_RDLAB,RND01_AVIARY_HUM,HUM,CRIT_HI,Suspend experiments; inspect HVAC system,CRITICAL,75,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_HUM_WARN_LO,ThresholdRule,RND01_RDLAB,RND01_AVIARY_HUM,HUM,WARN_LO,Inspect and notify maintenance,WARNING,,,35,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RND01_RDLAB_HUM_WARN_HI,ThresholdRule,RND01_RDLAB,RND01_AVIARY_HUM,HUM,WARN_HI,Inspect and notify maintenance,WARNING,65,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_TMP_CRIT_LO,ThresholdRule,CAF01_CAFETERIA,CAF01_AVIARY_TMP,TMP,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,14,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_TMP_CRIT_HI,ThresholdRule,CAF01_CAFETERIA,CAF01_AVIARY_TMP,TMP,CRIT_HI,Inspect and notify maintenance,CRITICAL,30,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_TMP_WARN_LO,ThresholdRule,CAF01_CAFETERIA,CAF01_AVIARY_TMP,TMP,WARN_LO,Inspect and notify maintenance,WARNING,,,17,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_TMP_WARN_HI,ThresholdRule,CAF01_CAFETERIA,CAF01_AVIARY_TMP,TMP,WARN_HI,Inspect and notify maintenance,WARNING,26,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_HUM_CRIT_LO,ThresholdRule,CAF01_CAFETERIA,CAF01_AVIARY_HUM,HUM,CRIT_LO,Inspect and notify maintenance,CRITICAL,,,,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_HUM_CRIT_HI,ThresholdRule,CAF01_CAFETERIA,CAF01_AVIARY_HUM,HUM,CRIT_HI,Inspect and notify maintenance,CRITICAL,80,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_HUM_WARN_LO,ThresholdRule,CAF01_CAFETERIA,CAF01_AVIARY_HUM,HUM,WARN_LO,Inspect and notify maintenance,WARNING,,,35,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
CAF01_CAFETERIA_HUM_WARN_HI,ThresholdRule,CaF01_CAFETERIA,CAF01_AVIARY_HUM,HUM,WARN_HI,Inspect and notify maintenance,WARNING,70,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,Drift >0.05,Inspect and lubricate bearing,HIGH,0.05,,0.05,,mm/s,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-02,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,CUR,Drift >1.0,Inspect sealing jaw,HIGH,1.0,1.0,1.0,,A,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-03,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,Stuck >10,Replace sensor,MEDIUM,10,10,10,,samples,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-04,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,Low <3.3,Inspect filter and pump,MEDIUM,3.3,,3.3,,bar,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,High >25,Activate secondary cooling,CRITICAL,25,25,25,25,C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,Drift >2,Inspect compressor; notify QC,CRITICAL,2,2,2,2,C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,High >20,Emergency ventilation; notify safety officer,CRITICAL,20,20,20,20,C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
MAINT-08,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,Drift >10,Activate dehumidifier; check HVAC drain,HIGH,10,10,10,10,%RH,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-OCCUPANCY-ENC07,OccupancyEvent,ENC07,ENC07_PROD_AREA_MAX_PERSONS,MAX_PERSONS,WARNING,WARN_AT_10,WARNING,,,10.0,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-OCCUPANCY-ENC07,OccupancyEvent,ENC07,ENC07_PROD_AREA_MAX_PERSONS,MAX_PERSONS,CRITICAL,CRITICAL_AT_12,CRITICAL,12.0,,,12.0,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-SERVER-ENC07,OccupancyEvent,ENC07,ENC07_SERVER_ROOM_MAX_PERSONS,MAX_PERSONS,CRITICAL,CRITICAL_AT_2,CRITICAL,2.0,,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-GEN-WAREHOUSE-ENC07,OccupancyEvent,ENC07,ENC07_GENERAL_WAREHOUSE_MAX_PERSONS,MAX_PERSONS,WARNING,WARNING_AT_3,WARNING,,,3.0,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-CHEM-STORE-ENC07,OccupancyEvent,ENC07,ENC07_CHEMICAL_STORAGE_MAX_PERSONS,MAX_PERSONS,CRITICAL,CRITICAL_AT_4,CRITICAL,4.0,,,4.0,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-CHEM-STORE-ENC07,OccupancyEvent,ENC07,ENC07_CHEMICAL_STORAGE_MAX_PERSONS,MAX_PERSONS,WARNING,WARNING_AT_3,WARNING,,,3.0,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-RDL-BIO-ENC07,OccupancyEvent,ENC07,ENC07_R_D_LAB_MAX_PERSONS,MAX_PERSONS,WARNING,WARNING_AT_5,WARNING,,,5.0,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-RDL-BIO-ENC07,OccupancyEvent,ENC07,ENC07_R_D_LAB_MAX_PERSONS,MAX_PERSONS,CRITICAL,CRITICAL_AT_6,CRITICAL,6.0,,,6.0,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-CAFETERIA-ENC07,OccupancyEvent,ENC07,ENC07_CAFETERIA_MAX_PERSONS,MAX_PERSONS,CRITICAL,CRITICAL_AT_20,CRITICAL,20.0,,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-CAFETERIA-ENC07,OccupancyEvent,ENC07,ENC07_CAFETERIA_MAX_PERSONS,MAX_PERSONS,WARNING,WARNING_AT_20,WARNING,,20.0,,,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-ACCESS-ENTRANCE,AuthorizationEvent,ENC07,ENC07_MAIN_ENTRANCE_ACCESS,ACCESS_CONTROL,UNAUTHORIZED_ENTRY,LOG_LAUNDROMAT_EVENT WITH REFERENCE TO RULE-ACCESS-01,ERROR,,,,,boolean,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
RULE-ACCESS-ENTRANCE,AuthorizationEvent,ENC07,ENC07_MAIN_ENTRANCE_ACCESS,ACCESS_CONTROL,SECURITY_NO_TIFICATION,FAIL_2_MIN_TURNOVER,CRITICAL,,,,,boolean,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,reflexion,2,nemotron-3-nano-30b_reflexion_ctexts_s42_run4,2,False,
