ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,detection
CHM01_CHEMICALSTORAGE_HUM_WARN_LO,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,>,Activate desiccant system; inspect storage containers,WARNING,,,20,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CHM01_CHEMICALSTORAGE_HUM_WARN_HI,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,≥,Activate desiccant system; inspect storage containers,WARNING,,50,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CHM01_CHEMICALSTORAGE_HUM_CRIT_HI,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,>,Activate desiccant system; inspect storage containers,CRITICAL,60,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_TMP_CRIT_LO,ThresholdRule,RND01_RDLAB,TMP,Temperature,≤,Inspect and notify maintenance,CRITICAL,,,,15,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_TMP_WARN_LO,ThresholdRule,RND01_RDLAB,TMP,Temperature,>,Inspect and notify maintenance,WARNING,,,18,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_TMP_WARN_HI,ThresholdRule,RND01_RDLAB,TMP,Temperature,≥,Inspect and notify maintenance,WARNING,,26,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_TMP_CRIT_HI,ThresholdRule,RND01_RDLAB,TMP,Temperature,>,Inspect and notify maintenance,CRITICAL,30,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_HUM_CRIT_LO,ThresholdRule,RND01_RDLAB,HUM,Humidity,≤,Suspend experiments; inspect HVAC system,CRITICAL,,,,25,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_HUM_WARN_LO,ThresholdRule,RND01_RDLAB,HUM,Humidity,>,Suspend experiments; inspect HVAC system,WARNING,,,35,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_HUM_WARN_HI,ThresholdRule,RND01_RDLAB,HUM,Humidity,≥,Suspend experiments; inspect HVAC system,WARNING,,65,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_HUM_CRIT_HI,ThresholdRule,RND01_RDLAB,HUM,Humidity,>,Suspend experiments; inspect HVAC system,CRITICAL,75,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_TMP_CRIT_LO,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,≤,Inspect and notify maintenance,CRITICAL,,,,14,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_TMP_WARN_LO,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,>,Inspect and notify maintenance,WARNING,,,17,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_TMP_WARN_HI,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,≥,Inspect and notify maintenance,WARNING,,26,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_TMP_CRIT_HI,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,>,Inspect and notify maintenance,CRITICAL,30,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_HUM_CRIT_LO,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,≤,Inspect and notify maintenance,CRITICAL,,,,25,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_HUM_WARN_LO,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,>,Inspect and notify maintenance,WARNING,,,35,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_HUM_WARN_HI,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,≥,Inspect and notify maintenance,WARNING,,70,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_HUM_CRIT_HI,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,>,Inspect and notify maintenance,CRITICAL,80,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST01_FILLING_TMP_NOMINAL,ThresholdRule,ST01_FILLING,TMP,Temperature,22.0 ± 0.4,,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST01_FILLING_FLW_NOMINAL,ThresholdRule,ST01_FILLING,FLW,Flow,120 ± 1.5,,NOMINAL,,,,,L/min,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST02_SEALING_TMP_NOMINAL,ThresholdRule,ST02_SEALING,TMP,Temperature,185 ± 1.2,,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST03_LABELLING_SPD_NOMINAL,ThresholdRule,ST03_LABELLING,SPD,Speed,0.85 ± 0.01,,NOMINAL,,,,,m/s,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST03_LABELLING_TEN_NOMINAL,ThresholdRule,ST03_LABELLING,TEN,Tension,2.2 ± 0.05,,NOMINAL,,,,,N,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST03_LABELLING_CNT_NOMINAL,ThresholdRule,ST03_LABELLING,CNT,Count,120 ± 2.0,,NOMINAL,,,,,pcs/min,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST04_PACKAGING_VIB_NOMINAL,ThresholdRule,ST04_PACKAGING,VIB,Vibration,0.12 ± 0.005,,NOMINAL,,,,,mm/s,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
SRV01_SERVERROOM_TMP_NOMINAL,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,21 ± 0.3,,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
SRV01_SERVERROOM_HUM_NOMINAL,ThresholdRule,SRV01_SERVERROOM,HUM,Humidity,45 ± 1.0,,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
WRH01_WAREHOUSE_TMP_NOMINAL,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,4 ± 0.5,,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
WRH01_WAREHOUSE_HUM_NOMINAL,ThresholdRule,WRH01_WAREHOUSE,HUM,Humidity,75 ± 1.5,,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CHM01_CHEMICALSTORAGE_TMP_NOMINAL,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,15 ± 0.3,,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CHM01_CHEMICALSTORAGE_HUM_NOMINAL,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,Humidity,35 ± 1.0,,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_TMP_NOMINAL,ThresholdRule,RND01_RDLAB,TMP,Temperature,22 ± 0.2,,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RND01_RDLAB_HUM_NOMINAL,ThresholdRule,RND01_RDLAB,HUM,Humidity,50 ± 1.0,,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_TMP_NOMINAL,ThresholdRule,CAF01_CAFETERIA,TMP,Temperature,21 ± 0.4,,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CAF01_CAFETERIA_HUM_NOMINAL,ThresholdRule,CAF01_CAFETERIA,HUM,Humidity,55 ± 1.5,,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST01_FILLING_PRS_NOMINAL,ThresholdRule,ST01_FILLING,PRS,Pressure,3.8 ± 0.05,,NOMINAL,,,,,bar,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST02_SEALING_PRS_NOMINAL,ThresholdRule,ST02_SEALING,PRS,Pressure,5.2 ± 0.08,,NOMINAL,,,,,bar,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST02_SEALING_CUR_NOMINAL,ThresholdRule,ST02_SEALING,CUR,Current,12.4 ± 0.3,,NOMINAL,,,,,A,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST04_PACKAGING_CUR_NOMINAL,ThresholdRule,ST04_PACKAGING,CUR,Current,8.7 ± 0.2,,NOMINAL,,,,,A,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ST04_PACKAGING_SPD_NOMINAL,ThresholdRule,ST04_PACKAGING,SPD,Speed,1.2 ± 0.02,,NOMINAL,,,,,m/s,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
ANOMALY_SPIKE,AnomalyDetectionRule,,,,reading > CRITICAL threshold,Trigger AnomalyEvent::Spike,CRITICAL,,,,,,SOP_002_AlarmThresholds.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,"Transient deviation >3 s, <5 min"
MAINT-01,ThresholdRule,ST04_PACKAGING,VIB,Vibration,DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,HIGH,,0.05,,,mm/s,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
MAINT-02,ThresholdRule,ST02_SEALING,CUR,Current,DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,,1.0,,,A,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
MAINT-03,StateRule,ST03_LABELLING,TEN,Tension,>10 samples stuck,Replace sensor,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
MAINT-04,ThresholdRule,ST01_FILLING,PRS,Pressure,<3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,3.3,,bar,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP,Temperature,>25°C for >5 min,Activate secondary cooling,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP,Temperature,DRIFT >2°C over 2 h,Inspect compressor; notify,QCRITICAL,,2,,,°C,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,Temperature,>20°C for >10 min,Emergency ventilation; notify safety,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
MAINT-08,ThresholdRule,RND01_RDLAB,HUM,Humidity,DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC,HIGH,,10,,,%RH,SOP_003_MaintenanceRules.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RULE-ACCESS-02,AccessControl,SecurityNotification,UnauthorisedAccess,Event,Detection of unauthorised access,Notify security personnel within 2 minutes,,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RULE-ACCESS-03,AccessControl,KGNode,AuthorizedStatus,Flag,Unauthorised access detected,Set authorized=NO and reference rule RULE-ACCESS-01,,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RULE-ACCESS-01,AccessControl,OccupancyEvent,UnauthorisedAccess,Event,Any entry by an unauthorised role,"Log event with person_id, zone, and timestamp",,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
SOP-004-SRV-01,ThresholdRule,ServerRoom,Occupancy,Counter,Occupancy exceeds threshold,Trigger CRITICAL alarm,CRITICAL,2,,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RULE-PROD-02,ThresholdRule,ProductionArea,Occupancy,Counter,Occupancy > 12,Trigger CRITICAL alarm,CRITICAL,12,10,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
PROD-001,ThresholdRule,Production Area,Occupancy,PersonCount,Occupancy > 10,WARNING alarm,WARNING,,10,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
SOP-004-WARE-01,ThresholdRule,GeneralWarehouse,Occupancy,Counter,Occupancy exceeds threshold,Trigger WARNING alarm,WARNING,,3,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
CHM-001,ThresholdRule,Chemical Storage,Occupancy,PersonCount,Occupancy > 4,CRITICAL alarm,CRITICAL,4,,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
SOP-004-RDL-01,ThresholdRule,RDLab,Occupancy,Counter,Occupancy exceeds threshold,Trigger WARNING alarm,WARNING,,5,,,persons,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
RULE-ACCESS-04,AccessControl,ChemicalStorage,UnauthorisedAccess,Event,Unauthorised access in Chemical Storage,Immediate escalation to Safety Officer regardless of role,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,ministral-3:8b,self_consistency,2,ministral-3-8b_self_consistency_s42_run1,3,False,
