ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,critLoUnit,pattern,primaryFault,resolutionSteps,secondaryEffect
SRV01_HUM,ThresholdRule,SRV01,HUM,Humidity,SensorValue < 25,Inspect and notify maintenance,CRIT,,,30,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
SRV01_HUM_WARN,ThresholdRule,SRV01,HUM,Humidity,SensorValue < 30,Inspect and notify maintenance,WARN,,,30,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
SRV01_HUM_NOMINAL,ThresholdRule,SRV01,HUM,Humidity,SensorValue = 45.0,Normal operation,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
SRV01_HUM_WARN_HI,ThresholdRule,SRV01,HUM,Humidity,SensorValue > 60,Inspect and notify maintenance,WARN,60,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
SRV01_HUM_CRIT_HI,ThresholdRule,SRV01,HUM,Humidity,SensorValue > 70,Inspect and notify maintenance,CRIT,70,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
WRH01_TMP,ThresholdRule,WRH01,TMP,Temperature,SensorValue < -1,Activate backup refrigeration; notify,CRIT,,,0.5,-1,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
WRH01_TMP_WARN,ThresholdRule,WRH01,TMP,Temperature,SensorValue < 0.5,Activate backup refrigeration; notify,WARN,,,0.5,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
WRH01_TMP_NOMINAL,ThresholdRule,WRH01,TMP,Temperature,SensorValue = 4.0,Normal operation,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
WRH01_TMP_WARN_HI,ThresholdRule,WRH01,TMP,Temperature,SensorValue > 8,Activate backup refrigeration; notify,WARN,8,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
WRH01_TMP_CRIT_HI,ThresholdRule,WRH01,TMP,Temperature,SensorValue > 12,Activate backup refrigeration; notify,CRIT,12,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
WRH01_HUM,ThresholdRule,WRH01,HUM,Humidity,SensorValue < 55,Inspect and notify maintenance,CRIT,,,60,55,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
WRH01_HUM_WARN,ThresholdRule,WRH01,HUM,Humidity,SensorValue < 60,Inspect and notify maintenance,WARN,,,60,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
WRH01_HUM_NOMINAL,ThresholdRule,WRH01,HUM,Humidity,SensorValue = 75.0,Normal operation,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
WRH01_HUM_WARN_HI,ThresholdRule,WRH01,HUM,Humidity,SensorValue > 85,Inspect and notify maintenance,WARN,85,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
WRH01_HUM_CRIT_HI,ThresholdRule,WRH01,HUM,Humidity,SensorValue > 90,Inspect and notify maintenance,CRIT,90,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CHM01_TMP,ThresholdRule,CHM01,TMP,Temperature,SensorValue < 5,Activate emergency ventilation; notify safety officer immediately,CRIT,,,10,5,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CHM01_TMP_WARN,ThresholdRule,CHM01,TMP,Temperature,SensorValue < 10,Activate emergency ventilation; notify safety officer immediately,WARN,,,10,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CHM01_TMP_NOMINAL,ThresholdRule,CHM01,TMP,Temperature,SensorValue = 15.0,Normal operation,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CHM01_TMP_WARN_HI,ThresholdRule,CHM01,TMP,Temperature,SensorValue > 20,Activate emergency ventilation; notify safety officer immediately,WARN,20,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CHM01_TMP_CRIT_HI,ThresholdRule,CHM01,TMP,Temperature,SensorValue > 25,Activate emergency ventilation; notify safety officer immediately,CRIT,25,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CHM01_HUM,ThresholdRule,CHM01,HUM,Humidity,SensorValue < 15,Activate desiccant system; inspect storage containers for leaks,CRIT,,,20,15,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CHM01_HUM_WARN,ThresholdRule,CHM01,HUM,Humidity,SensorValue < 20,Activate desiccant system; inspect storage containers for leaks,WARN,,,20,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CHM01_HUM_NOMINAL,ThresholdRule,CHM01,HUM,Humidity,SensorValue = 35.0,Normal operation,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CHM01_HUM_WARN_HI,ThresholdRule,CHM01,HUM,Humidity,SensorValue > 50,Activate desiccant system; inspect storage containers for leaks,WARN,50,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CHM01_HUM_CRIT_HI,ThresholdRule,CHM01,HUM,Humidity,SensorValue > 60,Activate desiccant system; inspect storage containers for leaks,CRIT,60,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RND01_TMP,ThresholdRule,RND01,TMP,Temperature,SensorValue < 15,Inspect and notify maintenance,CRIT,,,18,15,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
RND01_TMP_WARN,ThresholdRule,RND01,TMP,Temperature,SensorValue < 18,Inspect and notify maintenance,WARN,,,18,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
RND01_TMP_NOMINAL,ThresholdRule,RND01,TMP,Temperature,SensorValue = 22.0,Normal operation,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RND01_TMP_WARN_HI,ThresholdRule,RND01,TMP,Temperature,SensorValue > 26,Inspect and notify maintenance,WARN,26,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RND01_TMP_CRIT_HI,ThresholdRule,RND01,TMP,Temperature,SensorValue > 30,Inspect and notify maintenance,CRIT,30,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RND01_HUM,ThresholdRule,RND01,HUM,Humidity,SensorValue < 25,Suspend experiments; inspect HVAC system,CRIT,,,35,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
RND01_HUM_WARN,ThresholdRule,RND01,HUM,Humidity,SensorValue < 35,Suspend experiments; inspect HVAC system,WARN,,,35,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
RND01_HUM_NOMINAL,ThresholdRule,RND01,HUM,Humidity,SensorValue = 50.0,Normal operation,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RND01_HUM_WARN_HI,ThresholdRule,RND01,HUM,Humidity,SensorValue > 65,Suspend experiments; inspect HVAC system,WARN,65,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RND01_HUM_CRIT_HI,ThresholdRule,RND01,HUM,Humidity,SensorValue > 75,Suspend experiments; inspect HVAC system,CRIT,75,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CAF01_TMP,ThresholdRule,CAF01,TMP,Temperature,SensorValue < 14,Inspect and notify maintenance,CRIT,,,17,14,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CAF01_TMP_WARN,ThresholdRule,CAF01,TMP,Temperature,SensorValue < 17,Inspect and notify maintenance,WARN,,,17,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CAF01_TMP_NOMINAL,ThresholdRule,CAF01,TMP,Temperature,SensorValue = 21.0,Normal operation,NOMINAL,,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CAF01_TMP_WARN_HI,ThresholdRule,CAF01,TMP,Temperature,SensorValue > 26,Inspect and notify maintenance,WARN,26,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CAF01_TMP_CRIT_HI,ThresholdRule,CAF01,TMP,Temperature,SensorValue > 30,Inspect and notify maintenance,CRIT,30,,,,°C,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CAF01_HUM,ThresholdRule,CAF01,HUM,Humidity,SensorValue < 25,Inspect and notify maintenance,CRIT,,,35,25,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CAF01_HUM_WARN,ThresholdRule,CAF01,HUM,Humidity,SensorValue < 35,Inspect and notify maintenance,WARN,,,35,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,<,,,,
CAF01_HUM_NOMINAL,ThresholdRule,CAF01,HUM,Humidity,SensorValue = 55.0,Normal operation,NOMINAL,,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CAF01_HUM_WARN_HI,ThresholdRule,CAF01,HUM,Humidity,SensorValue > 70,Inspect and notify maintenance,WARN,70,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CAF01_HUM_CRIT_HI,ThresholdRule,CAF01,HUM,Humidity,SensorValue > 80,Inspect and notify maintenance,CRIT,80,,,,%RH,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
ANOMALY_SPIKE,AnomalyRule,,,,SingleReading > CRIT AND duration < 5 min,Trigger SpikeAlert,SPIKE,,,,,,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
ANOMALY_DRIFT,AnomalyRule,,,,MonotonicSlope > 0.1 per min for 5+ readings,Trigger DriftAlert,DRIFT,,,,,,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
ANOMALY_STUCK,AnomalyRule,,,,std(last10) < 0.001 * nominal,Trigger StuckAlert,STUCK,,,,,,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
ANOMALY_OUT_OF_RANGE,AnomalyRule,,,,WARNViolation > 10 min (20+ readings),Trigger OutOfRangeAlert,OUT_OF_RANGE,,,,,,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
ANOMALY_CORRELATED,AnomalyRule,,,,Onset within 90 min of cause in another station,Trigger CorrelatedAlert,CORRELATED,,,,,,SOP_002_AlarmThresholds.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-01,ThresholdRule,ST04_PACKAGING,VIB,VIBRATION,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing,HIGH,,,,,mm/s,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-02,ThresholdRule,ST02_SEALING,CUR,CURRENT,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,HIGH,,,,,A,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-03,EventRule,ST03_LABELLING,TEN,STUCK_COUNT,TEN STUCK >10 samples,Replace sensor,MEDIUM,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-04,ThresholdRule,ST01_FILLING,PRS,PRESSURE,PRS <3.3 bar for >15 min,Inspect filter and pump,MEDIUM,,,,,bar,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-05,ThresholdRule,SRV01_SERVERROOM,TMP,TEMPERATURE,TMP >25 °C for >5 min,Activate secondary cooling,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,TMP,TEMPERATURE,TMP DRIFT >2 °C over 2 h,Inspect compressor; notify QC,CRITICAL,,2,-2,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,TEMPERATURE,TMP >20 °C for >10 min,Emergency ventilation; notify safety officer,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
MAINT-08,ThresholdRule,RND01_RDLAB,HUM,HUMIDITY,HUM DRIFT >10 %RH over 60 min,Activate dehumidifier; check HVAC drain,HIGH,,10,-10,,%RH,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
CORR-01,CorrelatedPattern,,,,,,,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,ST02_SEALING-CUR → ST04_PACKAGING-SPD ↓,Sealing motor overload,"['1.Verify ST02-CUR trend.', '2.Inspect sealing.', '3.Reset ST04 speed setpoint.']",Conveyor speed drop via electrical coupling
CORR-02,CorrelatedPattern,,,,,,,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,SRV01-TMP → SCADA latency → STUCK readings,Server Room overheating,"['1.Reduce SRV01-TMP <25°C.', '2.Verify PLC heartbeats.', '3.Clear STUCK alarms.']",Increased scan time
CORR-03,CorrelatedPattern,,,,,,,,,,,,SOP_003_MaintenanceRules.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,WRH01-TMP → QC HOLD,Cold warehouse drift,"['1.Restore WRH01-TMP <8°C.', '2.Notify QC.', '3.Place batch on HOLD in ERP.']",Product quality risk
RULE-ACCESS-01,ThresholdRule,AllZones,UnauthorisedAccess,OccupancyEvent,event.type == 'UnauthorisedAccess',"logOccupancyEvent(person_id, zone, timestamp)",INFO,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RULE-ACCESS-02,TimeLimitRule,SecurityDesk,UnauthorisedAccessDetection,Event,detectionTime - event.timestamp <= 120,notifySecurity(event),WARNING,,,,,minutes,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RULE-ACCESS-03,KGNodeRule,SystemCore,KGNodeProperty,Property,authorized == false && event.ruleId == 'RULE-ACCESS-01',"setAuthorizedFlag(event.zone, false)",INFO,,,,,,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
RULE-ACCESS-04,ThresholdRule,ChemicalStorage,OccupancyCount,Count,occupancy > 4,escalateToSafetyOfficer(event),CRITICAL,4,4,4,4,persons,SOP_004_PersonnelZoneAccess.txt,nemotron-3-nano:30b,pre_act,1,nemotron-3-nano-30b_pre_act_ctexts_s42_run1,1,False,,,,,
