ruleId,class,station,sensor,sensorType,condition,action,severity,critHi,warnHi,warnLo,critLo,unit,source_file,model_name,paradigm,level,run_id,llm_turns,text_truncated,langgraph_iterations
WRH01_WAREHOUSE_TMP,ThresholdRule,WRH01_WAREHOUSE,TMP,°C,,Activate backup refrigeration; notify,CRITICAL,12,8,-1,-1,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
WRH01_WAREHOUSE_HUM,ThresholdRule,WRH01_WAREHOUSE,HUM,%RH,,Inspect and notify maintenance,WARNING,,90,55,,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CHM01_CHEMICALSTORAGE_TMP,ThresholdRule,CHM01_CHEMICALSTORAGE,TMP,°C,,Activatemergency ventilation; notify safety officer,CRITICAL,25,20,5,5,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CHM01_CHEMICALSTORAGE_HUM,ThresholdRule,CHM01_CHEMICALSTORAGE,HUM,%RH,,Activate desiccant system; inspect storage containers,CRITICAL,60,50,15,15,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RND01_RDLAB_TMP,ThresholdRule,RND01_RDLAB,TMP,°C,,Inspect and notify maintenance,CRITICAL,30,26,15,15,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RND01_RDLAB_HUM,ThresholdRule,RND01_RDLAB,HUM,%RH,,Suspend experiments; inspect HVAC system,CRITICAL,75,65,25,25,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CAF01_CAFETERIA_TMP,ThresholdRule,CAF01_CAFETERIA,TMP,°C,,Inspect and notify maintenance,CRITICAL,30,26,14,14,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
CAF01_CAFETERIA_HUM,ThresholdRule,CAF01_CAFETERIA,HUM,%RH,,Inspect and notify maintenance,WARNING,,80,25,,%RH,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_TMP,ThresholdRule,ST01_FILLING,TMP,°C,,Inspect and notify maintenance,CRITICAL,30,26,15,15,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_PRS,ThresholdRule,ST01_FILLING,PRS,bar,,Inspect and notify maintenance,CRITICAL,4.8,4.2,3,3,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST01_FILLING_FLW,ThresholdRule,ST01_FILLING,FLW,L/min,,Inspect and notify maintenance,CRITICAL,135,128,105,105,L/min,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_TMP,ThresholdRule,ST02_SEALING,TMP,°C,,E-STOP ST02/ST03/ST04; inspect element,CRITICAL,210,195,165,165,°C,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_PRS,ThresholdRule,ST02_SEALING,PRS,bar,,Inspect and notify maintenance,CRITICAL,6.2,5.7,4.2,4.2,bar,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING_CUR,ThresholdRule,ST02_SEALING,CUR,A,,E-STOP; inspect load; verify ST04-SPD (RULE-ST02-04),CRITICAL,15,,9.5,9.5,A,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_SPD,ThresholdRule,ST03_LABELLING,SPD,m/s,,Inspect and notify maintenance,CRITICAL,1.05,0.95,0.65,0.65,m/s,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST03_LABELLING_TEN,ThresholdRule,ST03_LABELLING,TEN,N,,Inspect and notify maintenance,CRITICAL,3,,1.5,1.5,N,SOP_002_AlarmThresholds.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-01,ThresholdRule,ST04_PACKAGING,ST04_PACKAGING_VIB,VIB,VIB DRIFT >0.05 mm/s over 60 min,Inspect and lubricate bearing HIGH,CRITICAL,0.05,,,,mm/s,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-02,ThresholdRule,ST02_SEALING,ST02_SEALING_CUR,CUR,CUR DRIFT >1.0 A for 30+ min,Inspect sealing jaw,WARNING,1.0,,,,A,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-03,ThresholdRule,ST03_LABELLING,ST03_LABELLING_TEN,TEN,TEN STUCK >10 samples,Replace sensor,INFO,10,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-04,ThresholdRule,ST01_FILLING,ST01_FILLING_PRS,PRS,PRS <3.3 bar for >15 min,Inspect filter and pump,INFO,,3.3,<=,15,bar,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-05,ThresholdRule,SRV01_SERVERROOM,SRV01_SERVERROOM_TMP,TMP,TMP >25°C for >5 min,Activate secondary cooling,CRITICAL,25,,,,°C,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-06,ThresholdRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,TMP DRIFT >2°C over 2 h,Inspect compressor; notify,CRITICAL,2,,>,2,°C,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-07,ThresholdRule,CHM01_CHEMICALSTORAGE,CHM01_CHEMICALSTORAGE_TMP,TMP,TMP >20°C for >10 min,Emergency ventilation; notify CRITICAL,CRITICAL,20,,,,°C,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
MAINT-08,ThresholdRule,RND01_RDLAB,RND01_RDLAB_HUM,HUM,HUM DRIFT >10%RH over 60 min,Activate dehumidifier; check HVAC HIGH,WARNING,10,,,,%RH,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ST02_SEALING-CUR › →,OperationalRule,ST04_PACKAGING,ST02_SEALING_SPD,SPD,Sealing motor overload,via electrical coupling 1.Verify ST02-CUR trend. 2.Inspect sealing jaw. 3.Reset ST04,INFO,,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
SRV01-TMP › → SCADA,AnomalyRule,SRV01_SERVERROOM,SRV01_SERVERROOM_latency,latency,Server Room overheating,Increase scan time → apparent STUCK readings 1.Reduce SRV01-TMP <25°C. 2.Verify PLC heartbeats. 3.Clear S,ADVISORY,,,,,,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
WRH01-TMP › → QC HOLD,MaintenanceRule,WRH01_WAREHOUSE,WRH01_WAREHOUSE_TMP,TMP,Cold warehouse drift,1.Restore WRH01-TMP <8°C. 2.Notify QC. 3.Place batch on HOLD,CRITICAL,,,,,°C,SOP_003_MaintenanceRules.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ACCESS-01,AccessRule,Production Area,OccupancyEvent_ST01_UnauthorisedAccess,,"Any entry by an unauthorised role MUST be logged as OccupancyEvent with person_id, zone, and timestamp","Logged as OccupancyEvent with person_id, zone, and timestamp",CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ACCESS-02,AccessRule,Production Area,,,Security personnel MUST be notified within 2 minutes of detection,Security personnel notified,CRITICAL,2,,,,minutes,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ACCESS-03,AccessRule,,,,The KG node MUST include authorized=NO and a reference to this rule,KG node includes authorized=NO and a reference to this rule,MANDATORY,,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
RULE-ACCESS-04,AccessRule,Chemical Storage,UNAUTHORIZED_ACCESS_ST01_CHEMICAL_STORAGE,,Any UNAUTHORIZED_ACCESS triggers immediate escalation to the Safety Officer regardless of role,Immediate escalation to the Safety Officer,CRITICAL,,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ThresholdRule_Production Area,ThresholdRule,ST01_Production Area,Occupancy_Count,Count,Maximum Occupancy per Zone,,CRITICAL,12,10,3,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ThresholdRule_Server Room,ThresholdRule,ST02_Server Room,Occupancy_Count,Count,Maximum Occupancy per Zone,,CRITICAL,2,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ThresholdRule_General Warehouse,ThresholdRule,ST03_General Warehouse,Occupancy_Count,Count,Maximum Occupancy per Zone,,WARNING,4,3,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ThresholdRule_Chemical Storage,ThresholdRule,ST04_Chemical Storage,Occupancy_Count,Count,Maximum Occupancy per Zone,,CRITICAL,4,,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
ThresholdRule_R&D Lab,ThresholdRule,ST05_R&D Lab,Occupancy_Count,Count,Maximum Occupancy per Zone,,WARNING,6,5,,,,SOP_004_PersonnelZoneAccess.txt,mistralai/mistral-7b-instruct-v0.3,langgraph,2,mistralai-mistral-7b-instruct-v0_3_langgraph_run1,3,False,3
