run_id,base_exp_id,model,paradigm,run_n,level,reasoning_native,total_rules,sop_files,errors,duration_sec,avg_rule_sec,avg_llm_turns,temperature,prompt_tokens,completion_tokens,total_tokens,tokens_per_rule,truncated_calls
gemma4-31b_reflexion_cexternal_test_desalination_s42_run2,gemma4-31b_reflexion,gemma4:31b,reflexion,2,2,False,10,1,0,9.14,0.9137,2.0,0,6642,2780,9422,942.2,0
gemma4-31b_reflexion_cexternal_test_desalination_s42_run3,gemma4-31b_reflexion,gemma4:31b,reflexion,3,2,False,10,1,0,8.66,0.8665,2.0,0,6394,2671,9065,906.5,0
gemma4-31b_reflexion_cexternal_test_desalination_s42_run4,gemma4-31b_reflexion,gemma4:31b,reflexion,4,2,False,10,1,0,7.81,0.7811,2.0,0,6402,2689,9091,909.1,0
gemma4-31b_reflexion_cexternal_test_desalination_s42_run5,gemma4-31b_reflexion,gemma4:31b,reflexion,5,2,False,10,1,0,9.85,0.9851,2.0,0,6642,2780,9422,942.2,0
gemma4-31b_reflexion_guided_cexternal_test_desalination_s42_run1,gemma4-31b_reflexion_guided,gemma4:31b,reflexion_guided,1,2,False,14,1,0,16.69,1.1921,3.0,0,10282,4751,15033,1073.8,0
gemma4-31b_reflexion_guided_cexternal_test_desalination_s42_run2,gemma4-31b_reflexion_guided,gemma4:31b,reflexion_guided,2,2,False,14,1,0,13.85,0.9895,3.0,0,9978,4592,14570,1040.7,0
gemma4-31b_reflexion_guided_cexternal_test_desalination_s42_run3,gemma4-31b_reflexion_guided,gemma4:31b,reflexion_guided,3,2,False,14,1,0,19.73,1.4093,3.0,0,10229,4829,15058,1075.6,0
gemma4-31b_reflexion_guided_cexternal_test_desalination_s42_run4,gemma4-31b_reflexion_guided,gemma4:31b,reflexion_guided,4,2,False,14,1,0,14.74,1.0531,3.0,0,10231,4691,14922,1065.9,0
gemma4-31b_reflexion_guided_cexternal_test_desalination_s42_run5,gemma4-31b_reflexion_guided,gemma4:31b,reflexion_guided,5,2,False,14,1,0,22.13,1.5808,3.0,0,10133,4754,14887,1063.4,0
gemma4-31b_react_abox_cexternal_test_desalination_s42_run1,gemma4-31b_react_abox,gemma4:31b,react_abox,1,3,False,7,1,0,5.19,0.7413,2.0,0,4306,1088,5394,770.6,0
gemma4-31b_react_abox_cexternal_test_desalination_s42_run2,gemma4-31b_react_abox,gemma4:31b,react_abox,2,3,False,7,1,0,4.11,0.5871,2.0,0,4306,1095,5401,771.6,0
gemma4-31b_react_abox_cexternal_test_desalination_s42_run3,gemma4-31b_react_abox,gemma4:31b,react_abox,3,3,False,7,1,0,5.53,0.7899,2.0,0,4306,1121,5427,775.3,0
gemma4-31b_react_abox_cexternal_test_desalination_s42_run4,gemma4-31b_react_abox,gemma4:31b,react_abox,4,3,False,7,1,0,4.12,0.5879,2.0,0,4306,1101,5407,772.4,0
gemma4-31b_react_abox_cexternal_test_desalination_s42_run5,gemma4-31b_react_abox,gemma4:31b,react_abox,5,3,False,7,1,0,4.1,0.5852,2.0,0,4306,1093,5399,771.3,0
